venue,full_date,match_start_time_estimated,segment_start_time_estimated,gender,batting_team,bowling_team,over_range,total_runs,latitude,longitude,temperature_C,humidity_%,wind_speed_kmh,precip_mm,pressure_hPa
"Shere Bangla National Stadium, Mirpur",2021-05-28,10:00,10:00,male,Bangladesh,Sri Lanka,1-10,29,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2021-05-28,10:00,10:45,male,Bangladesh,Sri Lanka,11-20,41,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2021-05-28,10:00,11:30,male,Bangladesh,Sri Lanka,21-30,50,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2021-05-28,10:00,12:15,male,Bangladesh,Sri Lanka,31-40,51,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2021-05-28,10:00,13:00,male,Bangladesh,Sri Lanka,41-50,18,,,NA,NA,NA,NA,NA
Nehru Stadium,2014-10-08,10:00,10:00,male,West Indies,India,1-10,52,,,NA,NA,NA,NA,NA
Nehru Stadium,2014-10-08,10:00,10:45,male,West Indies,India,11-20,53,,,NA,NA,NA,NA,NA
Nehru Stadium,2014-10-08,10:00,11:30,male,West Indies,India,21-30,46,,,NA,NA,NA,NA,NA
Nehru Stadium,2014-10-08,10:00,12:15,male,West Indies,India,31-40,89,,,NA,NA,NA,NA,NA
Nehru Stadium,2014-10-08,10:00,13:00,male,West Indies,India,41-50,81,,,NA,NA,NA,NA,NA
Nehru Stadium,2014-10-08,10:00,10:00,male,India,West Indies,1-10,55,,,NA,NA,NA,NA,NA
Nehru Stadium,2014-10-08,10:00,10:45,male,India,West Indies,11-20,45,,,NA,NA,NA,NA,NA
Nehru Stadium,2014-10-08,10:00,11:30,male,India,West Indies,21-30,37,,,NA,NA,NA,NA,NA
Nehru Stadium,2014-10-08,10:00,12:15,male,India,West Indies,31-40,52,,,NA,NA,NA,NA,NA
Nehru Stadium,2014-10-08,10:00,13:00,male,India,West Indies,41-50,8,,,NA,NA,NA,NA,NA
University Oval,2015-01-25,10:00,10:00,male,New Zealand,Sri Lanka,1-10,39,,,NA,NA,NA,NA,NA
University Oval,2015-01-25,10:00,10:45,male,New Zealand,Sri Lanka,11-20,44,,,NA,NA,NA,NA,NA
University Oval,2015-01-25,10:00,11:30,male,New Zealand,Sri Lanka,21-30,71,,,NA,NA,NA,NA,NA
University Oval,2015-01-25,10:00,12:15,male,New Zealand,Sri Lanka,31-40,75,,,NA,NA,NA,NA,NA
University Oval,2015-01-25,10:00,13:00,male,New Zealand,Sri Lanka,41-50,86,,,NA,NA,NA,NA,NA
University Oval,2015-01-25,10:00,10:00,male,Sri Lanka,New Zealand,1-10,42,,,NA,NA,NA,NA,NA
University Oval,2015-01-25,10:00,10:45,male,Sri Lanka,New Zealand,11-20,42,,,NA,NA,NA,NA,NA
University Oval,2015-01-25,10:00,11:30,male,Sri Lanka,New Zealand,21-30,66,,,NA,NA,NA,NA,NA
University Oval,2015-01-25,10:00,12:15,male,Sri Lanka,New Zealand,31-40,42,,,NA,NA,NA,NA,NA
University Oval,2015-01-25,10:00,13:00,male,Sri Lanka,New Zealand,41-50,3,,,NA,NA,NA,NA,NA
Old Trafford,2012-07-10,10:00,10:00,male,Australia,England,1-10,42,53.4631095,-2.2913865,NA,NA,NA,NA,NA
Old Trafford,2012-07-10,10:00,10:45,male,Australia,England,11-20,38,53.4631095,-2.2913865,NA,NA,NA,NA,NA
Old Trafford,2012-07-10,10:00,11:30,male,Australia,England,21-30,40,53.4631095,-2.2913865,NA,NA,NA,NA,NA
Old Trafford,2012-07-10,10:00,12:15,male,Australia,England,31-40,25,53.4631095,-2.2913865,NA,NA,NA,NA,NA
Old Trafford,2012-07-10,10:00,10:00,male,England,Australia,1-10,35,53.4631095,-2.2913865,NA,NA,NA,NA,NA
Old Trafford,2012-07-10,10:00,10:45,male,England,Australia,11-20,54,53.4631095,-2.2913865,NA,NA,NA,NA,NA
Old Trafford,2012-07-10,10:00,11:30,male,England,Australia,21-30,49,53.4631095,-2.2913865,NA,NA,NA,NA,NA
Kingsmead,2008-02-01,10:00,10:00,male,West Indies,South Africa,1-10,39,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2008-02-01,10:00,10:45,male,West Indies,South Africa,11-20,44,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2008-02-01,10:00,11:30,male,West Indies,South Africa,21-30,39,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2008-02-01,10:00,12:15,male,West Indies,South Africa,31-40,36,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2008-02-01,10:00,13:00,male,West Indies,South Africa,41-50,105,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2008-02-01,10:00,10:00,male,South Africa,West Indies,1-10,60,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2008-02-01,10:00,10:45,male,South Africa,West Indies,11-20,58,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2008-02-01,10:00,11:30,male,South Africa,West Indies,21-30,43,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2008-02-01,10:00,12:15,male,South Africa,West Indies,31-40,61,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2008-02-01,10:00,13:00,male,South Africa,West Indies,41-50,44,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Cambusdoon New Ground,2008-08-12,10:00,10:00,male,Kenya,Scotland,1-10,31,,,NA,NA,NA,NA,NA
Cambusdoon New Ground,2008-08-12,10:00,10:45,male,Kenya,Scotland,11-20,31,,,NA,NA,NA,NA,NA
Cambusdoon New Ground,2008-08-12,10:00,11:30,male,Kenya,Scotland,21-30,31,,,NA,NA,NA,NA,NA
Cambusdoon New Ground,2008-08-12,10:00,12:15,male,Kenya,Scotland,31-40,48,,,NA,NA,NA,NA,NA
Cambusdoon New Ground,2008-08-12,10:00,10:00,male,Scotland,Kenya,1-10,31,,,NA,NA,NA,NA,NA
"Senwes Park, Potchefstroom",2024-12-11,10:00,10:00,female,South Africa,England,1-10,51,,,NA,NA,NA,NA,NA
"Senwes Park, Potchefstroom",2024-12-11,10:00,10:45,female,South Africa,England,11-20,44,,,NA,NA,NA,NA,NA
"Senwes Park, Potchefstroom",2024-12-11,10:00,11:30,female,South Africa,England,21-30,48,,,NA,NA,NA,NA,NA
"Senwes Park, Potchefstroom",2024-12-11,10:00,12:15,female,South Africa,England,31-40,57,,,NA,NA,NA,NA,NA
"Senwes Park, Potchefstroom",2024-12-11,10:00,13:00,female,South Africa,England,41-50,33,,,NA,NA,NA,NA,NA
"Senwes Park, Potchefstroom",2024-12-11,10:00,10:00,female,England,South Africa,1-10,75,,,NA,NA,NA,NA,NA
"Senwes Park, Potchefstroom",2024-12-11,10:00,10:45,female,England,South Africa,11-20,78,,,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2018-07-28,10:00,10:00,male,Bangladesh,West Indies,1-10,37,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2018-07-28,10:00,10:45,male,Bangladesh,West Indies,11-20,53,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2018-07-28,10:00,11:30,male,Bangladesh,West Indies,21-30,51,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2018-07-28,10:00,12:15,male,Bangladesh,West Indies,31-40,64,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2018-07-28,10:00,13:00,male,Bangladesh,West Indies,41-50,96,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2018-07-28,10:00,10:00,male,West Indies,Bangladesh,1-10,53,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2018-07-28,10:00,10:45,male,West Indies,Bangladesh,11-20,49,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2018-07-28,10:00,11:30,male,West Indies,Bangladesh,21-30,41,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2018-07-28,10:00,12:15,male,West Indies,Bangladesh,31-40,50,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2018-07-28,10:00,13:00,male,West Indies,Bangladesh,41-50,90,17.2984395,-62.7220774,NA,NA,NA,NA,NA
Lord's,2006-06-17,10:00,10:00,male,Sri Lanka,England,1-10,48,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2006-06-17,10:00,10:45,male,Sri Lanka,England,11-20,67,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2006-06-17,10:00,11:30,male,Sri Lanka,England,21-30,50,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2006-06-17,10:00,12:15,male,Sri Lanka,England,31-40,42,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2006-06-17,10:00,13:00,male,Sri Lanka,England,41-50,50,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2006-06-17,10:00,10:00,male,England,Sri Lanka,1-10,44,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2006-06-17,10:00,10:45,male,England,Sri Lanka,11-20,37,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2006-06-17,10:00,11:30,male,England,Sri Lanka,21-30,49,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2006-06-17,10:00,12:15,male,England,Sri Lanka,31-40,46,51.5289277,-0.1715767,NA,NA,NA,NA,NA
Lord's,2006-06-17,10:00,13:00,male,England,Sri Lanka,41-50,61,51.5289277,-0.1715767,NA,NA,NA,NA,NA
The Hills Cricket Club Ground,2016-08-11,10:00,10:00,female,South Africa,Ireland,1-10,35,,,NA,NA,NA,NA,NA
The Hills Cricket Club Ground,2016-08-11,10:00,10:45,female,South Africa,Ireland,11-20,28,,,NA,NA,NA,NA,NA
The Hills Cricket Club Ground,2016-08-11,10:00,11:30,female,South Africa,Ireland,21-30,19,,,NA,NA,NA,NA,NA
The Hills Cricket Club Ground,2016-08-11,10:00,12:15,female,South Africa,Ireland,31-40,38,,,NA,NA,NA,NA,NA
The Hills Cricket Club Ground,2016-08-11,10:00,13:00,female,South Africa,Ireland,41-50,23,,,NA,NA,NA,NA,NA
The Hills Cricket Club Ground,2016-08-11,10:00,10:00,female,Ireland,South Africa,1-10,40,,,NA,NA,NA,NA,NA
The Hills Cricket Club Ground,2016-08-11,10:00,10:45,female,Ireland,South Africa,11-20,46,,,NA,NA,NA,NA,NA
The Hills Cricket Club Ground,2016-08-11,10:00,11:30,female,Ireland,South Africa,21-30,30,,,NA,NA,NA,NA,NA
The Hills Cricket Club Ground,2016-08-11,10:00,12:15,female,Ireland,South Africa,31-40,30,,,NA,NA,NA,NA,NA
Seddon Park,2014-01-28,10:00,10:00,male,India,New Zealand,1-10,28,-37.7867613,175.2742998,NA,NA,NA,NA,NA
Seddon Park,2014-01-28,10:00,10:45,male,India,New Zealand,11-20,32,-37.7867613,175.2742998,NA,NA,NA,NA,NA
Seddon Park,2014-01-28,10:00,11:30,male,India,New Zealand,21-30,61,-37.7867613,175.2742998,NA,NA,NA,NA,NA
Seddon Park,2014-01-28,10:00,12:15,male,India,New Zealand,31-40,57,-37.7867613,175.2742998,NA,NA,NA,NA,NA
Seddon Park,2014-01-28,10:00,13:00,male,India,New Zealand,41-50,100,-37.7867613,175.2742998,NA,NA,NA,NA,NA
Seddon Park,2014-01-28,10:00,10:00,male,New Zealand,India,1-10,65,-37.7867613,175.2742998,NA,NA,NA,NA,NA
Seddon Park,2014-01-28,10:00,10:45,male,New Zealand,India,11-20,30,-37.7867613,175.2742998,NA,NA,NA,NA,NA
Seddon Park,2014-01-28,10:00,11:30,male,New Zealand,India,21-30,72,-37.7867613,175.2742998,NA,NA,NA,NA,NA
Seddon Park,2014-01-28,10:00,12:15,male,New Zealand,India,31-40,45,-37.7867613,175.2742998,NA,NA,NA,NA,NA
Seddon Park,2014-01-28,10:00,13:00,male,New Zealand,India,41-50,68,-37.7867613,175.2742998,NA,NA,NA,NA,NA
Bay Oval,2019-01-26,10:00,10:00,male,India,New Zealand,1-10,56,-37.6528558,176.1907126,NA,NA,NA,NA,NA
Bay Oval,2019-01-26,10:00,10:45,male,India,New Zealand,11-20,55,-37.6528558,176.1907126,NA,NA,NA,NA,NA
Bay Oval,2019-01-26,10:00,11:30,male,India,New Zealand,21-30,62,-37.6528558,176.1907126,NA,NA,NA,NA,NA
Bay Oval,2019-01-26,10:00,12:15,male,India,New Zealand,31-40,65,-37.6528558,176.1907126,NA,NA,NA,NA,NA
Bay Oval,2019-01-26,10:00,13:00,male,India,New Zealand,41-50,86,-37.6528558,176.1907126,NA,NA,NA,NA,NA
Bay Oval,2019-01-26,10:00,10:00,male,New Zealand,India,1-10,63,-37.6528558,176.1907126,NA,NA,NA,NA,NA
Bay Oval,2019-01-26,10:00,10:45,male,New Zealand,India,11-20,50,-37.6528558,176.1907126,NA,NA,NA,NA,NA
Bay Oval,2019-01-26,10:00,11:30,male,New Zealand,India,21-30,52,-37.6528558,176.1907126,NA,NA,NA,NA,NA
Bay Oval,2019-01-26,10:00,12:15,male,New Zealand,India,31-40,69,-37.6528558,176.1907126,NA,NA,NA,NA,NA
Bay Oval,2019-01-26,10:00,13:00,male,New Zealand,India,41-50,0,-37.6528558,176.1907126,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2010-12-07,10:00,10:00,male,New Zealand,India,1-10,70,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2010-12-07,10:00,10:45,male,New Zealand,India,11-20,51,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2010-12-07,10:00,11:30,male,New Zealand,India,21-30,50,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2010-12-07,10:00,12:15,male,New Zealand,India,31-40,58,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2010-12-07,10:00,13:00,male,New Zealand,India,41-50,86,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2010-12-07,10:00,10:00,male,India,New Zealand,1-10,68,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2010-12-07,10:00,10:45,male,India,New Zealand,11-20,40,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2010-12-07,10:00,11:30,male,India,New Zealand,21-30,56,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2010-12-07,10:00,12:15,male,India,New Zealand,31-40,71,12.9788127,77.5995775,NA,NA,NA,NA,NA
M Chinnaswamy Stadium,2010-12-07,10:00,13:00,male,India,New Zealand,41-50,86,12.9788127,77.5995775,NA,NA,NA,NA,NA
Gymkhana Club Ground,2007-10-20,10:00,10:00,male,Canada,Kenya,1-10,35,,,NA,NA,NA,NA,NA
Gymkhana Club Ground,2007-10-20,10:00,10:45,male,Canada,Kenya,11-20,41,,,NA,NA,NA,NA,NA
Gymkhana Club Ground,2007-10-20,10:00,11:30,male,Canada,Kenya,21-30,32,,,NA,NA,NA,NA,NA
Gymkhana Club Ground,2007-10-20,10:00,12:15,male,Canada,Kenya,31-40,40,,,NA,NA,NA,NA,NA
Gymkhana Club Ground,2007-10-20,10:00,13:00,male,Canada,Kenya,41-50,41,,,NA,NA,NA,NA,NA
Gymkhana Club Ground,2007-10-20,10:00,10:00,male,Kenya,Canada,1-10,49,,,NA,NA,NA,NA,NA
Gymkhana Club Ground,2007-10-20,10:00,10:45,male,Kenya,Canada,11-20,37,,,NA,NA,NA,NA,NA
Gymkhana Club Ground,2007-10-20,10:00,11:30,male,Kenya,Canada,21-30,46,,,NA,NA,NA,NA,NA
Gymkhana Club Ground,2007-10-20,10:00,12:15,male,Kenya,Canada,31-40,46,,,NA,NA,NA,NA,NA
Gymkhana Club Ground,2007-10-20,10:00,13:00,male,Kenya,Canada,41-50,15,,,NA,NA,NA,NA,NA
Kennington Oval,2019-05-08,10:00,10:00,male,Pakistan,England,1-10,35,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2019-05-08,10:00,10:45,male,Pakistan,England,11-20,45,-33.8725074,151.02235,NA,NA,NA,NA,NA
"Grace Road, Leicester",2022-07-18,10:00,10:00,female,England,South Africa,1-10,66,,,NA,NA,NA,NA,NA
"Grace Road, Leicester",2022-07-18,10:00,10:45,female,England,South Africa,11-20,57,,,NA,NA,NA,NA,NA
"Grace Road, Leicester",2022-07-18,10:00,11:30,female,England,South Africa,21-30,86,,,NA,NA,NA,NA,NA
"Grace Road, Leicester",2022-07-18,10:00,12:15,female,England,South Africa,31-40,65,,,NA,NA,NA,NA,NA
"Grace Road, Leicester",2022-07-18,10:00,13:00,female,England,South Africa,41-50,97,,,NA,NA,NA,NA,NA
"Grace Road, Leicester",2022-07-18,10:00,10:00,female,South Africa,England,1-10,69,,,NA,NA,NA,NA,NA
"Grace Road, Leicester",2022-07-18,10:00,10:45,female,South Africa,England,11-20,40,,,NA,NA,NA,NA,NA
"Grace Road, Leicester",2022-07-18,10:00,11:30,female,South Africa,England,21-30,74,,,NA,NA,NA,NA,NA
"Grace Road, Leicester",2022-07-18,10:00,12:15,female,South Africa,England,31-40,68,,,NA,NA,NA,NA,NA
"Grace Road, Leicester",2022-07-18,10:00,13:00,female,South Africa,England,41-50,11,,,NA,NA,NA,NA,NA
Westpac Stadium,2007-02-16,10:00,10:00,male,Australia,New Zealand,1-10,27,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2007-02-16,10:00,10:45,male,Australia,New Zealand,11-20,21,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2007-02-16,10:00,11:30,male,Australia,New Zealand,21-30,29,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2007-02-16,10:00,12:15,male,Australia,New Zealand,31-40,35,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2007-02-16,10:00,13:00,male,Australia,New Zealand,41-50,36,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2007-02-16,10:00,10:00,male,New Zealand,Australia,1-10,47,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2007-02-16,10:00,10:45,male,New Zealand,Australia,11-20,44,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2007-02-16,10:00,11:30,male,New Zealand,Australia,21-30,58,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-03-22,10:00,10:00,male,Papua New Guinea,Nepal,1-10,36,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-03-22,10:00,10:45,male,Papua New Guinea,Nepal,11-20,29,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-03-22,10:00,11:30,male,Papua New Guinea,Nepal,21-30,32,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-03-22,10:00,12:15,male,Papua New Guinea,Nepal,31-40,24,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-03-22,10:00,13:00,male,Papua New Guinea,Nepal,41-50,52,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-03-22,10:00,10:00,male,Nepal,Papua New Guinea,1-10,39,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-03-22,10:00,10:45,male,Nepal,Papua New Guinea,11-20,53,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-03-22,10:00,11:30,male,Nepal,Papua New Guinea,21-30,51,25.0467384,55.219007,NA,NA,NA,NA,NA
Dubai International Cricket Stadium,2022-03-22,10:00,12:15,male,Nepal,Papua New Guinea,31-40,31,25.0467384,55.219007,NA,NA,NA,NA,NA
Edgbaston,2004-09-21,10:00,10:00,male,Australia,England,1-10,53,52.4709941,-1.9225861,NA,NA,NA,NA,NA
Edgbaston,2004-09-21,10:00,10:45,male,Australia,England,11-20,43,52.4709941,-1.9225861,NA,NA,NA,NA,NA
Edgbaston,2004-09-21,10:00,11:30,male,Australia,England,21-30,34,52.4709941,-1.9225861,NA,NA,NA,NA,NA
Edgbaston,2004-09-21,10:00,12:15,male,Australia,England,31-40,68,52.4709941,-1.9225861,NA,NA,NA,NA,NA
Edgbaston,2004-09-21,10:00,13:00,male,Australia,England,41-50,61,52.4709941,-1.9225861,NA,NA,NA,NA,NA
Edgbaston,2004-09-21,10:00,10:00,male,England,Australia,1-10,47,52.4709941,-1.9225861,NA,NA,NA,NA,NA
Edgbaston,2004-09-21,10:00,10:45,male,England,Australia,11-20,63,52.4709941,-1.9225861,NA,NA,NA,NA,NA
Edgbaston,2004-09-21,10:00,11:30,male,England,Australia,21-30,44,52.4709941,-1.9225861,NA,NA,NA,NA,NA
Edgbaston,2004-09-21,10:00,12:15,male,England,Australia,31-40,58,52.4709941,-1.9225861,NA,NA,NA,NA,NA
Edgbaston,2004-09-21,10:00,13:00,male,England,Australia,41-50,50,52.4709941,-1.9225861,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2024-12-23,10:00,10:00,female,Australia,New Zealand,1-10,61,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2024-12-23,10:00,10:45,female,Australia,New Zealand,11-20,61,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2024-12-23,10:00,11:30,female,Australia,New Zealand,21-30,49,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2024-12-23,10:00,12:15,female,Australia,New Zealand,31-40,56,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2024-12-23,10:00,13:00,female,Australia,New Zealand,41-50,63,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2024-12-23,10:00,10:00,female,New Zealand,Australia,1-10,54,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2024-12-23,10:00,10:45,female,New Zealand,Australia,11-20,52,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2024-12-23,10:00,11:30,female,New Zealand,Australia,21-30,43,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2024-12-23,10:00,12:15,female,New Zealand,Australia,31-40,48,-41.3003599,174.7802545,NA,NA,NA,NA,NA
"Basin Reserve, Wellington",2024-12-23,10:00,13:00,female,New Zealand,Australia,41-50,18,-41.3003599,174.7802545,NA,NA,NA,NA,NA
R Premadasa Stadium,2009-09-12,10:00,10:00,male,Sri Lanka,India,1-10,72,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2009-09-12,10:00,10:45,male,Sri Lanka,India,11-20,37,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2009-09-12,10:00,11:30,male,Sri Lanka,India,21-30,65,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2009-09-12,10:00,12:15,male,Sri Lanka,India,31-40,45,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2009-09-12,10:00,13:00,male,Sri Lanka,India,41-50,88,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2009-09-12,10:00,10:00,male,India,Sri Lanka,1-10,53,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2009-09-12,10:00,10:45,male,India,Sri Lanka,11-20,52,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2009-09-12,10:00,11:30,male,India,Sri Lanka,21-30,33,6.9399983,79.8722901,NA,NA,NA,NA,NA
R Premadasa Stadium,2009-09-12,10:00,12:15,male,India,Sri Lanka,31-40,30,6.9399983,79.8722901,NA,NA,NA,NA,NA
"The Cooper Associates County Ground, Taunton",2021-06-30,10:00,10:00,female,India,England,1-10,48,,,NA,NA,NA,NA,NA
"The Cooper Associates County Ground, Taunton",2021-06-30,10:00,10:45,female,India,England,11-20,37,,,NA,NA,NA,NA,NA
"The Cooper Associates County Ground, Taunton",2021-06-30,10:00,11:30,female,India,England,21-30,46,,,NA,NA,NA,NA,NA
"The Cooper Associates County Ground, Taunton",2021-06-30,10:00,12:15,female,India,England,31-40,40,,,NA,NA,NA,NA,NA
"The Cooper Associates County Ground, Taunton",2021-06-30,10:00,13:00,female,India,England,41-50,50,,,NA,NA,NA,NA,NA
"The Cooper Associates County Ground, Taunton",2021-06-30,10:00,10:00,female,England,India,1-10,37,,,NA,NA,NA,NA,NA
"The Cooper Associates County Ground, Taunton",2021-06-30,10:00,10:45,female,England,India,11-20,50,,,NA,NA,NA,NA,NA
"The Cooper Associates County Ground, Taunton",2021-06-30,10:00,11:30,female,England,India,21-30,48,,,NA,NA,NA,NA,NA
"The Cooper Associates County Ground, Taunton",2021-06-30,10:00,12:15,female,England,India,31-40,46,,,NA,NA,NA,NA,NA
"The Cooper Associates County Ground, Taunton",2021-06-30,10:00,13:00,female,England,India,41-50,44,,,NA,NA,NA,NA,NA
Westpac Stadium,2015-01-29,10:00,10:00,male,Sri Lanka,New Zealand,1-10,42,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-01-29,10:00,10:45,male,Sri Lanka,New Zealand,11-20,64,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-01-29,10:00,11:30,male,Sri Lanka,New Zealand,21-30,51,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-01-29,10:00,12:15,male,Sri Lanka,New Zealand,31-40,55,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-01-29,10:00,13:00,male,Sri Lanka,New Zealand,41-50,75,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-01-29,10:00,10:00,male,New Zealand,Sri Lanka,1-10,34,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-01-29,10:00,10:45,male,New Zealand,Sri Lanka,11-20,48,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-01-29,10:00,11:30,male,New Zealand,Sri Lanka,21-30,58,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-01-29,10:00,12:15,male,New Zealand,Sri Lanka,31-40,75,-41.2730528,174.7858728,NA,NA,NA,NA,NA
Westpac Stadium,2015-01-29,10:00,13:00,male,New Zealand,Sri Lanka,41-50,38,-41.2730528,174.7858728,NA,NA,NA,NA,NA
"Holkar Cricket Stadium, Indore",2025-10-19,10:00,10:00,female,England,India,1-10,44,22.7242512,75.8796703,NA,NA,NA,NA,NA
"Holkar Cricket Stadium, Indore",2025-10-19,10:00,10:45,female,England,India,11-20,48,22.7242512,75.8796703,NA,NA,NA,NA,NA
"Holkar Cricket Stadium, Indore",2025-10-19,10:00,11:30,female,England,India,21-30,45,22.7242512,75.8796703,NA,NA,NA,NA,NA
"Holkar Cricket Stadium, Indore",2025-10-19,10:00,12:15,female,England,India,31-40,77,22.7242512,75.8796703,NA,NA,NA,NA,NA
"Holkar Cricket Stadium, Indore",2025-10-19,10:00,13:00,female,England,India,41-50,74,22.7242512,75.8796703,NA,NA,NA,NA,NA
"Holkar Cricket Stadium, Indore",2025-10-19,10:00,10:00,female,India,England,1-10,42,22.7242512,75.8796703,NA,NA,NA,NA,NA
