venue,full_date,match_start_time_estimated,segment_start_time_estimated,gender,batting_team,bowling_team,over_range,total_runs,latitude,longitude,temperature_C,humidity_%,wind_speed_kmh,precip_mm,pressure_hPa
Lahore City Cricket Association Ground,2025-04-15,10:00,10:00,female,Thailand,Ireland,1-10,33,,,NA,NA,NA,NA,NA
Lahore City Cricket Association Ground,2025-04-15,10:00,10:45,female,Thailand,Ireland,11-20,54,,,NA,NA,NA,NA,NA
Lahore City Cricket Association Ground,2025-04-15,10:00,11:30,female,Thailand,Ireland,21-30,53,,,NA,NA,NA,NA,NA
Lahore City Cricket Association Ground,2025-04-15,10:00,12:15,female,Thailand,Ireland,31-40,58,,,NA,NA,NA,NA,NA
Lahore City Cricket Association Ground,2025-04-15,10:00,13:00,female,Thailand,Ireland,41-50,61,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-14,10:00,10:00,female,England,South Africa,1-10,38,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-14,10:00,10:45,female,England,South Africa,11-20,42,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-14,10:00,11:30,female,England,South Africa,21-30,46,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-14,10:00,12:15,female,England,South Africa,31-40,45,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-14,10:00,13:00,female,England,South Africa,41-50,64,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-14,10:00,10:00,female,South Africa,England,1-10,35,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-14,10:00,10:45,female,South Africa,England,11-20,41,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-14,10:00,11:30,female,South Africa,England,21-30,43,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-14,10:00,12:15,female,South Africa,England,31-40,60,,,NA,NA,NA,NA,NA
"Bay Oval, Mount Maunganui",2022-03-14,10:00,13:00,female,South Africa,England,41-50,57,,,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-09,10:00,10:00,male,Sri Lanka,Bangladesh,1-10,51,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-09,10:00,10:45,male,Sri Lanka,Bangladesh,11-20,34,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-09,10:00,11:30,male,Sri Lanka,Bangladesh,21-30,46,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-09,10:00,12:15,male,Sri Lanka,Bangladesh,31-40,45,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-09,10:00,13:00,male,Sri Lanka,Bangladesh,41-50,81,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-09,10:00,10:00,male,Bangladesh,Sri Lanka,1-10,47,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-09,10:00,10:45,male,Bangladesh,Sri Lanka,11-20,37,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-09,10:00,11:30,male,Bangladesh,Sri Lanka,21-30,40,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-09,10:00,12:15,male,Bangladesh,Sri Lanka,31-40,53,6.9399983,79.8722901,NA,NA,NA,NA,NA
"R Premadasa Stadium, Colombo",2023-09-09,10:00,13:00,male,Bangladesh,Sri Lanka,41-50,59,6.9399983,79.8722901,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-11-07,10:00,10:00,male,Bangladesh,Zimbabwe,1-10,39,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-11-07,10:00,10:45,male,Bangladesh,Zimbabwe,11-20,45,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-11-07,10:00,11:30,male,Bangladesh,Zimbabwe,21-30,47,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-11-07,10:00,12:15,male,Bangladesh,Zimbabwe,31-40,63,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-11-07,10:00,13:00,male,Bangladesh,Zimbabwe,41-50,79,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-11-07,10:00,10:00,male,Zimbabwe,Bangladesh,1-10,43,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-11-07,10:00,10:45,male,Zimbabwe,Bangladesh,11-20,24,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-11-07,10:00,11:30,male,Zimbabwe,Bangladesh,21-30,35,,,NA,NA,NA,NA,NA
Shere Bangla National Stadium,2015-11-07,10:00,12:15,male,Zimbabwe,Bangladesh,31-40,26,,,NA,NA,NA,NA,NA
"New Wanderers Stadium, Johannesburg",2003-02-16,10:00,10:00,male,South Africa,New Zealand,1-10,60,,,NA,NA,NA,NA,NA
"New Wanderers Stadium, Johannesburg",2003-02-16,10:00,10:45,male,South Africa,New Zealand,11-20,58,,,NA,NA,NA,NA,NA
"New Wanderers Stadium, Johannesburg",2003-02-16,10:00,11:30,male,South Africa,New Zealand,21-30,32,,,NA,NA,NA,NA,NA
"New Wanderers Stadium, Johannesburg",2003-02-16,10:00,12:15,male,South Africa,New Zealand,31-40,58,,,NA,NA,NA,NA,NA
"New Wanderers Stadium, Johannesburg",2003-02-16,10:00,13:00,male,South Africa,New Zealand,41-50,98,,,NA,NA,NA,NA,NA
"New Wanderers Stadium, Johannesburg",2003-02-16,10:00,10:00,male,New Zealand,South Africa,1-10,45,,,NA,NA,NA,NA,NA
"New Wanderers Stadium, Johannesburg",2003-02-16,10:00,10:45,male,New Zealand,South Africa,11-20,80,,,NA,NA,NA,NA,NA
"New Wanderers Stadium, Johannesburg",2003-02-16,10:00,11:30,male,New Zealand,South Africa,21-30,54,,,NA,NA,NA,NA,NA
"New Wanderers Stadium, Johannesburg",2003-02-16,10:00,12:15,male,New Zealand,South Africa,31-40,50,,,NA,NA,NA,NA,NA
Kingsmead,2006-11-22,10:00,10:00,male,South Africa,India,1-10,47,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2006-11-22,10:00,10:45,male,South Africa,India,11-20,35,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2006-11-22,10:00,11:30,male,South Africa,India,21-30,54,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2006-11-22,10:00,12:15,male,South Africa,India,31-40,53,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2006-11-22,10:00,13:00,male,South Africa,India,41-50,59,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2006-11-22,10:00,10:00,male,India,South Africa,1-10,40,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2006-11-22,10:00,10:45,male,India,South Africa,11-20,38,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kingsmead,2006-11-22,10:00,11:30,male,India,South Africa,21-30,13,53.2436546,-2.5188349,NA,NA,NA,NA,NA
Kennington Oval,2013-06-19,10:00,10:00,male,South Africa,England,1-10,45,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2013-06-19,10:00,10:45,male,South Africa,England,11-20,31,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2013-06-19,10:00,11:30,male,South Africa,England,21-30,48,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2013-06-19,10:00,12:15,male,South Africa,England,31-40,51,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2013-06-19,10:00,10:00,male,England,South Africa,1-10,39,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2013-06-19,10:00,10:45,male,England,South Africa,11-20,38,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2013-06-19,10:00,11:30,male,England,South Africa,21-30,58,-33.8725074,151.02235,NA,NA,NA,NA,NA
Kennington Oval,2013-06-19,10:00,12:15,male,England,South Africa,31-40,44,-33.8725074,151.02235,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2007-03-16,10:00,10:00,male,England,New Zealand,1-10,31,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2007-03-16,10:00,10:45,male,England,New Zealand,11-20,39,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2007-03-16,10:00,11:30,male,England,New Zealand,21-30,42,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2007-03-16,10:00,12:15,male,England,New Zealand,31-40,33,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2007-03-16,10:00,13:00,male,England,New Zealand,41-50,64,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2007-03-16,10:00,10:00,male,New Zealand,England,1-10,46,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2007-03-16,10:00,10:45,male,New Zealand,England,11-20,41,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2007-03-16,10:00,11:30,male,New Zealand,England,21-30,58,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2007-03-16,10:00,12:15,male,New Zealand,England,31-40,54,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Beausejour Stadium, Gros Islet",2007-03-16,10:00,13:00,male,New Zealand,England,41-50,11,14.0692122,-60.9317208,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2007-03-25,10:00,10:00,male,Bermuda,Bangladesh,1-10,25,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2007-03-25,10:00,10:45,male,Bermuda,Bangladesh,11-20,61,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2007-03-25,10:00,11:30,male,Bermuda,Bangladesh,21-30,8,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2007-03-25,10:00,10:00,male,Bangladesh,Bermuda,1-10,51,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Queen's Park Oval, Port of Spain",2007-03-25,10:00,10:45,male,Bangladesh,Bermuda,11-20,45,10.667411,-61.5237463,NA,NA,NA,NA,NA
"Civil Service Cricket Club, Stormont",2007-06-26,10:00,10:00,male,India,South Africa,1-10,32,,,NA,NA,NA,NA,NA
"Civil Service Cricket Club, Stormont",2007-06-26,10:00,10:45,male,India,South Africa,11-20,36,,,NA,NA,NA,NA,NA
"Civil Service Cricket Club, Stormont",2007-06-26,10:00,11:30,male,India,South Africa,21-30,41,,,NA,NA,NA,NA,NA
"Civil Service Cricket Club, Stormont",2007-06-26,10:00,12:15,male,India,South Africa,31-40,72,,,NA,NA,NA,NA,NA
"Civil Service Cricket Club, Stormont",2007-06-26,10:00,13:00,male,India,South Africa,41-50,61,,,NA,NA,NA,NA,NA
"Civil Service Cricket Club, Stormont",2007-06-26,10:00,10:00,male,South Africa,India,1-10,43,,,NA,NA,NA,NA,NA
"Civil Service Cricket Club, Stormont",2007-06-26,10:00,10:45,male,South Africa,India,11-20,56,,,NA,NA,NA,NA,NA
"Civil Service Cricket Club, Stormont",2007-06-26,10:00,11:30,male,South Africa,India,21-30,51,,,NA,NA,NA,NA,NA
"Civil Service Cricket Club, Stormont",2007-06-26,10:00,12:15,male,South Africa,India,31-40,42,,,NA,NA,NA,NA,NA
"Civil Service Cricket Club, Stormont",2007-06-26,10:00,13:00,male,South Africa,India,41-50,53,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-25,10:00,10:00,female,New Zealand,West Indies,1-10,36,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-25,10:00,10:45,female,New Zealand,West Indies,11-20,36,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-25,10:00,11:30,female,New Zealand,West Indies,21-30,38,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-25,10:00,12:15,female,New Zealand,West Indies,31-40,42,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-25,10:00,13:00,female,New Zealand,West Indies,41-50,16,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-25,10:00,10:00,female,West Indies,New Zealand,1-10,41,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-25,10:00,10:45,female,West Indies,New Zealand,11-20,42,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-25,10:00,11:30,female,West Indies,New Zealand,21-30,32,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-25,10:00,12:15,female,West Indies,New Zealand,31-40,38,,,NA,NA,NA,NA,NA
"Sir Vivian Richards Stadium, North Sound, Antigua",2022-09-25,10:00,13:00,female,West Indies,New Zealand,41-50,16,,,NA,NA,NA,NA,NA
Mannofield Park,2019-08-14,10:00,10:00,male,Papua New Guinea,Oman,1-10,43,,,NA,NA,NA,NA,NA
Mannofield Park,2019-08-14,10:00,10:45,male,Papua New Guinea,Oman,11-20,56,,,NA,NA,NA,NA,NA
Mannofield Park,2019-08-14,10:00,11:30,male,Papua New Guinea,Oman,21-30,32,,,NA,NA,NA,NA,NA
Mannofield Park,2019-08-14,10:00,12:15,male,Papua New Guinea,Oman,31-40,55,,,NA,NA,NA,NA,NA
Mannofield Park,2019-08-14,10:00,13:00,male,Papua New Guinea,Oman,41-50,43,,,NA,NA,NA,NA,NA
Mannofield Park,2019-08-14,10:00,10:00,male,Oman,Papua New Guinea,1-10,29,,,NA,NA,NA,NA,NA
Mannofield Park,2019-08-14,10:00,10:45,male,Oman,Papua New Guinea,11-20,45,,,NA,NA,NA,NA,NA
Mannofield Park,2019-08-14,10:00,11:30,male,Oman,Papua New Guinea,21-30,43,,,NA,NA,NA,NA,NA
Mannofield Park,2019-08-14,10:00,12:15,male,Oman,Papua New Guinea,31-40,43,,,NA,NA,NA,NA,NA
Mannofield Park,2019-08-14,10:00,13:00,male,Oman,Papua New Guinea,41-50,74,,,NA,NA,NA,NA,NA
"Dr DY Patil Sports Academy, Navi Mumbai",2025-10-20,10:00,10:00,female,Sri Lanka,Bangladesh,1-10,64,,,NA,NA,NA,NA,NA
"Dr DY Patil Sports Academy, Navi Mumbai",2025-10-20,10:00,10:45,female,Sri Lanka,Bangladesh,11-20,37,,,NA,NA,NA,NA,NA
"Dr DY Patil Sports Academy, Navi Mumbai",2025-10-20,10:00,11:30,female,Sri Lanka,Bangladesh,21-30,58,,,NA,NA,NA,NA,NA
"Dr DY Patil Sports Academy, Navi Mumbai",2025-10-20,10:00,12:15,female,Sri Lanka,Bangladesh,31-40,27,,,NA,NA,NA,NA,NA
"Dr DY Patil Sports Academy, Navi Mumbai",2025-10-20,10:00,13:00,female,Sri Lanka,Bangladesh,41-50,16,,,NA,NA,NA,NA,NA
"Dr DY Patil Sports Academy, Navi Mumbai",2025-10-20,10:00,10:00,female,Bangladesh,Sri Lanka,1-10,23,,,NA,NA,NA,NA,NA
"Dr DY Patil Sports Academy, Navi Mumbai",2025-10-20,10:00,10:45,female,Bangladesh,Sri Lanka,11-20,35,,,NA,NA,NA,NA,NA
"Dr DY Patil Sports Academy, Navi Mumbai",2025-10-20,10:00,11:30,female,Bangladesh,Sri Lanka,21-30,42,,,NA,NA,NA,NA,NA
"Dr DY Patil Sports Academy, Navi Mumbai",2025-10-20,10:00,12:15,female,Bangladesh,Sri Lanka,31-40,46,,,NA,NA,NA,NA,NA
"Dr DY Patil Sports Academy, Navi Mumbai",2025-10-20,10:00,13:00,female,Bangladesh,Sri Lanka,41-50,49,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2026-01-11,10:00,10:00,male,New Zealand,India,1-10,49,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2026-01-11,10:00,10:45,male,New Zealand,India,11-20,55,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2026-01-11,10:00,11:30,male,New Zealand,India,21-30,49,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2026-01-11,10:00,12:15,male,New Zealand,India,31-40,59,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2026-01-11,10:00,13:00,male,New Zealand,India,41-50,88,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2026-01-11,10:00,10:00,male,India,New Zealand,1-10,48,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2026-01-11,10:00,10:45,male,India,New Zealand,11-20,74,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2026-01-11,10:00,11:30,male,India,New Zealand,21-30,50,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2026-01-11,10:00,12:15,male,India,New Zealand,31-40,67,,,NA,NA,NA,NA,NA
"Kotambi Stadium, Vadodara",2026-01-11,10:00,13:00,male,India,New Zealand,41-50,67,,,NA,NA,NA,NA,NA
"Bundaberg Rum Stadium, Cairns",2003-08-02,10:00,10:00,male,Bangladesh,Australia,1-10,25,,,NA,NA,NA,NA,NA
"Bundaberg Rum Stadium, Cairns",2003-08-02,10:00,10:45,male,Bangladesh,Australia,11-20,47,,,NA,NA,NA,NA,NA
"Bundaberg Rum Stadium, Cairns",2003-08-02,10:00,11:30,male,Bangladesh,Australia,21-30,18,,,NA,NA,NA,NA,NA
"Bundaberg Rum Stadium, Cairns",2003-08-02,10:00,12:15,male,Bangladesh,Australia,31-40,15,,,NA,NA,NA,NA,NA
"Bundaberg Rum Stadium, Cairns",2003-08-02,10:00,10:00,male,Australia,Bangladesh,1-10,56,,,NA,NA,NA,NA,NA
"Bundaberg Rum Stadium, Cairns",2003-08-02,10:00,10:45,male,Australia,Bangladesh,11-20,44,,,NA,NA,NA,NA,NA
"Bundaberg Rum Stadium, Cairns",2003-08-02,10:00,11:30,male,Australia,Bangladesh,21-30,7,,,NA,NA,NA,NA,NA
Eden Park,2013-12-26,10:00,10:00,male,New Zealand,West Indies,1-10,20,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2013-12-26,10:00,10:45,male,New Zealand,West Indies,11-20,46,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2013-12-26,10:00,11:30,male,New Zealand,West Indies,21-30,38,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2013-12-26,10:00,12:15,male,New Zealand,West Indies,31-40,44,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2013-12-26,10:00,13:00,male,New Zealand,West Indies,41-50,8,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2013-12-26,10:00,10:00,male,West Indies,New Zealand,1-10,47,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2013-12-26,10:00,10:45,male,West Indies,New Zealand,11-20,49,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Eden Park,2013-12-26,10:00,11:30,male,West Indies,New Zealand,21-30,61,-36.8750352,174.7440567,NA,NA,NA,NA,NA
Peter Burge Oval,2014-08-23,10:00,10:00,female,Pakistan,Australia,1-10,59,,,NA,NA,NA,NA,NA
Peter Burge Oval,2014-08-23,10:00,10:45,female,Pakistan,Australia,11-20,41,,,NA,NA,NA,NA,NA
Peter Burge Oval,2014-08-23,10:00,11:30,female,Pakistan,Australia,21-30,21,,,NA,NA,NA,NA,NA
Peter Burge Oval,2014-08-23,10:00,10:00,female,Australia,Pakistan,1-10,23,,,NA,NA,NA,NA,NA
Peter Burge Oval,2014-08-23,10:00,10:45,female,Australia,Pakistan,11-20,67,,,NA,NA,NA,NA,NA
Peter Burge Oval,2014-08-23,10:00,11:30,female,Australia,Pakistan,21-30,34,,,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2006-05-23,10:00,10:00,male,India,West Indies,1-10,61,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2006-05-23,10:00,10:45,male,India,West Indies,11-20,55,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2006-05-23,10:00,11:30,male,India,West Indies,21-30,63,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2006-05-23,10:00,12:15,male,India,West Indies,31-40,36,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2006-05-23,10:00,13:00,male,India,West Indies,41-50,30,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2006-05-23,10:00,10:00,male,West Indies,India,1-10,35,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2006-05-23,10:00,10:45,male,West Indies,India,11-20,53,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2006-05-23,10:00,11:30,male,West Indies,India,21-30,46,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2006-05-23,10:00,12:15,male,West Indies,India,31-40,46,17.2984395,-62.7220774,NA,NA,NA,NA,NA
"Warner Park, Basseterre",2006-05-23,10:00,13:00,male,West Indies,India,41-50,68,17.2984395,-62.7220774,NA,NA,NA,NA,NA
Basin Reserve,2016-01-25,10:00,10:00,male,New Zealand,Pakistan,1-10,45,,,NA,NA,NA,NA,NA
Basin Reserve,2016-01-25,10:00,10:45,male,New Zealand,Pakistan,11-20,45,,,NA,NA,NA,NA,NA
Basin Reserve,2016-01-25,10:00,11:30,male,New Zealand,Pakistan,21-30,44,,,NA,NA,NA,NA,NA
Basin Reserve,2016-01-25,10:00,12:15,male,New Zealand,Pakistan,31-40,51,,,NA,NA,NA,NA,NA
Basin Reserve,2016-01-25,10:00,13:00,male,New Zealand,Pakistan,41-50,95,,,NA,NA,NA,NA,NA
Basin Reserve,2016-01-25,10:00,10:00,male,Pakistan,New Zealand,1-10,33,,,NA,NA,NA,NA,NA
Basin Reserve,2016-01-25,10:00,10:45,male,Pakistan,New Zealand,11-20,50,,,NA,NA,NA,NA,NA
Basin Reserve,2016-01-25,10:00,11:30,male,Pakistan,New Zealand,21-30,55,,,NA,NA,NA,NA,NA
Basin Reserve,2016-01-25,10:00,12:15,male,Pakistan,New Zealand,31-40,38,,,NA,NA,NA,NA,NA
Basin Reserve,2016-01-25,10:00,13:00,male,Pakistan,New Zealand,41-50,34,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2023-11-04,10:00,10:00,female,Bangladesh,Pakistan,1-10,15,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2023-11-04,10:00,10:45,female,Bangladesh,Pakistan,11-20,31,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2023-11-04,10:00,11:30,female,Bangladesh,Pakistan,21-30,26,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2023-11-04,10:00,12:15,female,Bangladesh,Pakistan,31-40,9,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2023-11-04,10:00,10:00,female,Pakistan,Bangladesh,1-10,35,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2023-11-04,10:00,10:45,female,Pakistan,Bangladesh,11-20,34,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2023-11-04,10:00,11:30,female,Pakistan,Bangladesh,21-30,16,,,NA,NA,NA,NA,NA
"Cazaly's Stadium, Cairns",2022-09-08,10:00,10:00,male,Australia,New Zealand,1-10,31,,,NA,NA,NA,NA,NA
"Cazaly's Stadium, Cairns",2022-09-08,10:00,10:45,male,Australia,New Zealand,11-20,27,,,NA,NA,NA,NA,NA
"Cazaly's Stadium, Cairns",2022-09-08,10:00,11:30,male,Australia,New Zealand,21-30,35,,,NA,NA,NA,NA,NA
"Cazaly's Stadium, Cairns",2022-09-08,10:00,12:15,male,Australia,New Zealand,31-40,35,,,NA,NA,NA,NA,NA
"Cazaly's Stadium, Cairns",2022-09-08,10:00,13:00,male,Australia,New Zealand,41-50,67,,,NA,NA,NA,NA,NA
"Cazaly's Stadium, Cairns",2022-09-08,10:00,10:00,male,New Zealand,Australia,1-10,14,,,NA,NA,NA,NA,NA
"Cazaly's Stadium, Cairns",2022-09-08,10:00,10:45,male,New Zealand,Australia,11-20,22,,,NA,NA,NA,NA,NA
"Cazaly's Stadium, Cairns",2022-09-08,10:00,11:30,male,New Zealand,Australia,21-30,36,,,NA,NA,NA,NA,NA
"Cazaly's Stadium, Cairns",2022-09-08,10:00,12:15,male,New Zealand,Australia,31-40,10,,,NA,NA,NA,NA,NA
"Allan Border Field, Brisbane",2023-10-08,10:00,10:00,female,West Indies,Australia,1-10,14,-27.4351989,153.0462885,NA,NA,NA,NA,NA
"Allan Border Field, Brisbane",2023-10-08,10:00,10:45,female,West Indies,Australia,11-20,39,-27.4351989,153.0462885,NA,NA,NA,NA,NA
"Allan Border Field, Brisbane",2023-10-08,10:00,11:30,female,West Indies,Australia,21-30,30,-27.4351989,153.0462885,NA,NA,NA,NA,NA
"Allan Border Field, Brisbane",2023-10-08,10:00,10:00,female,Australia,West Indies,1-10,57,-27.4351989,153.0462885,NA,NA,NA,NA,NA
"Allan Border Field, Brisbane",2023-10-08,10:00,10:45,female,Australia,West Indies,11-20,30,-27.4351989,153.0462885,NA,NA,NA,NA,NA
ICC Academy,2019-12-12,10:00,10:00,male,United States of America,United Arab Emirates,1-10,46,,,NA,NA,NA,NA,NA
ICC Academy,2019-12-12,10:00,10:45,male,United States of America,United Arab Emirates,11-20,30,,,NA,NA,NA,NA,NA
ICC Academy,2019-12-12,10:00,11:30,male,United States of America,United Arab Emirates,21-30,54,,,NA,NA,NA,NA,NA
ICC Academy,2019-12-12,10:00,12:15,male,United States of America,United Arab Emirates,31-40,35,,,NA,NA,NA,NA,NA
ICC Academy,2019-12-12,10:00,13:00,male,United States of America,United Arab Emirates,41-50,48,,,NA,NA,NA,NA,NA
ICC Academy,2019-12-12,10:00,10:00,male,United Arab Emirates,United States of America,1-10,36,,,NA,NA,NA,NA,NA
ICC Academy,2019-12-12,10:00,10:45,male,United Arab Emirates,United States of America,11-20,43,,,NA,NA,NA,NA,NA
ICC Academy,2019-12-12,10:00,11:30,male,United Arab Emirates,United States of America,21-30,28,,,NA,NA,NA,NA,NA
ICC Academy,2019-12-12,10:00,12:15,male,United Arab Emirates,United States of America,31-40,8,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2021-05-28,10:00,10:00,male,Sri Lanka,Bangladesh,1-10,77,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2021-05-28,10:00,10:45,male,Sri Lanka,Bangladesh,11-20,43,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2021-05-28,10:00,11:30,male,Sri Lanka,Bangladesh,21-30,50,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2021-05-28,10:00,12:15,male,Sri Lanka,Bangladesh,31-40,47,,,NA,NA,NA,NA,NA
"Shere Bangla National Stadium, Mirpur",2021-05-28,10:00,13:00,male,Sri Lanka,Bangladesh,41-50,69,,,NA,NA,NA,NA,NA
