venue,full_date,match_start_time_estimated,segment_start_time_estimated,gender,batting_team,bowling_team,over_range,total_runs
Brabourne Stadium,2013-02-10,10:00,10:00,female,Australia,Sri Lanka,1-10,55
Brabourne Stadium,2013-02-10,10:00,10:45,female,Australia,Sri Lanka,11-20,64
Brabourne Stadium,2013-02-10,10:00,11:30,female,Australia,Sri Lanka,21-30,13
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,10:00,female,India,Australia,1-10,64
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,10:45,female,India,Australia,11-20,57
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,11:30,female,India,Australia,21-30,59
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,12:15,female,India,Australia,31-40,55
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,13:00,female,India,Australia,41-50,57
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,10:00,female,Australia,India,1-10,25
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,10:45,female,Australia,India,11-20,58
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,11:30,female,Australia,India,21-30,52
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,12:15,female,Australia,India,31-40,52
"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",2025-09-17,10:00,13:00,female,Australia,India,41-50,3
"County Ground, Derby",2024-05-23,10:00,10:00,female,England,Pakistan,1-10,52
"County Ground, Derby",2024-05-23,10:00,10:45,female,England,Pakistan,11-20,40
"County Ground, Derby",2024-05-23,10:00,11:30,female,England,Pakistan,21-30,45
"County Ground, Derby",2024-05-23,10:00,12:15,female,England,Pakistan,31-40,56
"County Ground, Derby",2024-05-23,10:00,13:00,female,England,Pakistan,41-50,50
"County Ground, Derby",2024-05-23,10:00,10:00,female,Pakistan,England,1-10,47
"County Ground, Derby",2024-05-23,10:00,10:45,female,Pakistan,England,11-20,34
"County Ground, Derby",2024-05-23,10:00,11:30,female,Pakistan,England,21-30,48
"County Ground, Derby",2024-05-23,10:00,12:15,female,Pakistan,England,31-40,36
"County Ground, Derby",2024-05-23,10:00,13:00,female,Pakistan,England,41-50,41
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,10:00,male,India,West Indies,1-10,39
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,10:45,male,India,West Indies,11-20,58
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,11:30,male,India,West Indies,21-30,47
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,12:15,male,India,West Indies,31-40,66
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,13:00,male,India,West Indies,41-50,101
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,10:00,male,West Indies,India,1-10,56
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,10:45,male,West Indies,India,11-20,35
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,11:30,male,West Indies,India,21-30,54
"Queen's Park Oval, Port of Spain",2013-07-05,10:00,12:15,male,West Indies,India,31-40,26
M Chinnaswamy Stadium,2007-09-29,10:00,10:00,male,Australia,India,1-10,56
M Chinnaswamy Stadium,2007-09-29,10:00,10:45,male,Australia,India,11-20,45
M Chinnaswamy Stadium,2007-09-29,10:00,11:30,male,Australia,India,21-30,54
M Chinnaswamy Stadium,2007-09-29,10:00,12:15,male,Australia,India,31-40,65
M Chinnaswamy Stadium,2007-09-29,10:00,13:00,male,Australia,India,41-50,87
M Chinnaswamy Stadium,2007-09-29,10:00,10:00,male,India,Australia,1-10,9
Narayanganj Osmani Stadium,2006-04-28,10:00,10:00,male,Bangladesh,Australia,1-10,34
Narayanganj Osmani Stadium,2006-04-28,10:00,10:45,male,Bangladesh,Australia,11-20,21
Narayanganj Osmani Stadium,2006-04-28,10:00,11:30,male,Bangladesh,Australia,21-30,30
Narayanganj Osmani Stadium,2006-04-28,10:00,12:15,male,Bangladesh,Australia,31-40,33
Narayanganj Osmani Stadium,2006-04-28,10:00,13:00,male,Bangladesh,Australia,41-50,6
Narayanganj Osmani Stadium,2006-04-28,10:00,10:00,male,Australia,Bangladesh,1-10,55
Narayanganj Osmani Stadium,2006-04-28,10:00,10:45,male,Australia,Bangladesh,11-20,52
Narayanganj Osmani Stadium,2006-04-28,10:00,11:30,male,Australia,Bangladesh,21-30,20
"Basin Reserve, Wellington",2022-12-11,10:00,10:00,female,Bangladesh,New Zealand,1-10,24
"Basin Reserve, Wellington",2022-12-11,10:00,10:45,female,Bangladesh,New Zealand,11-20,33
"Basin Reserve, Wellington",2022-12-11,10:00,11:30,female,Bangladesh,New Zealand,21-30,27
"Basin Reserve, Wellington",2022-12-11,10:00,12:15,female,Bangladesh,New Zealand,31-40,37
"Basin Reserve, Wellington",2022-12-11,10:00,13:00,female,Bangladesh,New Zealand,41-50,59
"Basin Reserve, Wellington",2022-12-11,10:00,10:00,female,New Zealand,Bangladesh,1-10,52
"Basin Reserve, Wellington",2022-12-11,10:00,10:45,female,New Zealand,Bangladesh,11-20,50
"Basin Reserve, Wellington",2022-12-11,10:00,11:30,female,New Zealand,Bangladesh,21-30,70
"Basin Reserve, Wellington",2022-12-11,10:00,12:15,female,New Zealand,Bangladesh,31-40,9
Newlands,2006-03-03,10:00,10:00,male,South Africa,Australia,1-10,46
Newlands,2006-03-03,10:00,10:45,male,South Africa,Australia,11-20,41
Newlands,2006-03-03,10:00,11:30,male,South Africa,Australia,21-30,55
Newlands,2006-03-03,10:00,12:15,male,South Africa,Australia,31-40,54
Newlands,2006-03-03,10:00,13:00,male,South Africa,Australia,41-50,93
Newlands,2006-03-03,10:00,10:00,male,Australia,South Africa,1-10,7
Newlands,2006-03-03,10:00,10:45,male,Australia,South Africa,11-20,35
Newlands,2006-03-03,10:00,11:30,male,Australia,South Africa,21-30,35
Newlands,2006-03-03,10:00,12:15,male,Australia,South Africa,31-40,16
"Kingsmead, Durban",2003-03-03,10:00,10:00,male,Sri Lanka,South Africa,1-10,41
"Kingsmead, Durban",2003-03-03,10:00,10:45,male,Sri Lanka,South Africa,11-20,42
"Kingsmead, Durban",2003-03-03,10:00,11:30,male,Sri Lanka,South Africa,21-30,47
"Kingsmead, Durban",2003-03-03,10:00,12:15,male,Sri Lanka,South Africa,31-40,64
"Kingsmead, Durban",2003-03-03,10:00,13:00,male,Sri Lanka,South Africa,41-50,74
"Kingsmead, Durban",2003-03-03,10:00,10:00,male,South Africa,Sri Lanka,1-10,60
"Kingsmead, Durban",2003-03-03,10:00,10:45,male,South Africa,Sri Lanka,11-20,46
"Kingsmead, Durban",2003-03-03,10:00,11:30,male,South Africa,Sri Lanka,21-30,44
"Kingsmead, Durban",2003-03-03,10:00,12:15,male,South Africa,Sri Lanka,31-40,49
"Kingsmead, Durban",2003-03-03,10:00,13:00,male,South Africa,Sri Lanka,41-50,30
Melbourne Cricket Ground,2024-11-04,10:00,10:00,male,Pakistan,Australia,1-10,35
Melbourne Cricket Ground,2024-11-04,10:00,10:45,male,Pakistan,Australia,11-20,36
Melbourne Cricket Ground,2024-11-04,10:00,11:30,male,Pakistan,Australia,21-30,37
Melbourne Cricket Ground,2024-11-04,10:00,12:15,male,Pakistan,Australia,31-40,61
Melbourne Cricket Ground,2024-11-04,10:00,13:00,male,Pakistan,Australia,41-50,34
Melbourne Cricket Ground,2024-11-04,10:00,10:00,male,Australia,Pakistan,1-10,61
Melbourne Cricket Ground,2024-11-04,10:00,10:45,male,Australia,Pakistan,11-20,78
Melbourne Cricket Ground,2024-11-04,10:00,11:30,male,Australia,Pakistan,21-30,46
Melbourne Cricket Ground,2024-11-04,10:00,12:15,male,Australia,Pakistan,31-40,19
"Kensington Oval, Bridgetown",2011-05-02,10:00,10:00,male,Pakistan,West Indies,1-10,34
"Kensington Oval, Bridgetown",2011-05-02,10:00,10:45,male,Pakistan,West Indies,11-20,53
"Kensington Oval, Bridgetown",2011-05-02,10:00,11:30,male,Pakistan,West Indies,21-30,39
"Kensington Oval, Bridgetown",2011-05-02,10:00,12:15,male,Pakistan,West Indies,31-40,48
"Kensington Oval, Bridgetown",2011-05-02,10:00,13:00,male,Pakistan,West Indies,41-50,74
"Kensington Oval, Bridgetown",2011-05-02,10:00,10:00,male,West Indies,Pakistan,1-10,62
"Kensington Oval, Bridgetown",2011-05-02,10:00,10:45,male,West Indies,Pakistan,11-20,47
"Kensington Oval, Bridgetown",2011-05-02,10:00,11:30,male,West Indies,Pakistan,21-30,45
"Ray Mitchell Oval, Harrup Park, Mackay",2021-09-24,10:00,10:00,female,India,Australia,1-10,68
"Ray Mitchell Oval, Harrup Park, Mackay",2021-09-24,10:00,10:45,female,India,Australia,11-20,30
"Ray Mitchell Oval, Harrup Park, Mackay",2021-09-24,10:00,11:30,female,India,Australia,21-30,61
"Ray Mitchell Oval, Harrup Park, Mackay",2021-09-24,10:00,12:15,female,India,Australia,31-40,54
"Ray Mitchell Oval, Harrup Park, Mackay",2021-09-24,10:00,13:00,female,India,Australia,41-50,61
"Ray Mitchell Oval, Harrup Park, Mackay",2021-09-24,10:00,10:00,female,Australia,India,1-10,34
"Ray Mitchell Oval, Harrup Park, Mackay",2021-09-24,10:00,10:45,female,Australia,India,11-20,32
"Ray Mitchell Oval, Harrup Park, Mackay",2021-09-24,10:00,11:30,female,Australia,India,21-30,52
"Ray Mitchell Oval, Harrup Park, Mackay",2021-09-24,10:00,12:15,female,Australia,India,31-40,70
"Ray Mitchell Oval, Harrup Park, Mackay",2021-09-24,10:00,13:00,female,Australia,India,41-50,87
"Mannofield Park, Aberdeen",2022-08-13,10:00,10:00,male,United States of America,Scotland,1-10,48
"Mannofield Park, Aberdeen",2022-08-13,10:00,10:45,male,United States of America,Scotland,11-20,49
"Mannofield Park, Aberdeen",2022-08-13,10:00,11:30,male,United States of America,Scotland,21-30,51
"Mannofield Park, Aberdeen",2022-08-13,10:00,12:15,male,United States of America,Scotland,31-40,52
"Mannofield Park, Aberdeen",2022-08-13,10:00,13:00,male,United States of America,Scotland,41-50,95
"Mannofield Park, Aberdeen",2022-08-13,10:00,10:00,male,Scotland,United States of America,1-10,57
"Mannofield Park, Aberdeen",2022-08-13,10:00,10:45,male,Scotland,United States of America,11-20,35
"Mannofield Park, Aberdeen",2022-08-13,10:00,11:30,male,Scotland,United States of America,21-30,62
"Mannofield Park, Aberdeen",2022-08-13,10:00,12:15,male,Scotland,United States of America,31-40,68
"Mannofield Park, Aberdeen",2022-08-13,10:00,13:00,male,Scotland,United States of America,41-50,79
Shere Bangla National Stadium,2014-11-28,10:00,10:00,male,Bangladesh,Zimbabwe,1-10,30
Shere Bangla National Stadium,2014-11-28,10:00,10:45,male,Bangladesh,Zimbabwe,11-20,35
Shere Bangla National Stadium,2014-11-28,10:00,11:30,male,Bangladesh,Zimbabwe,21-30,53
Shere Bangla National Stadium,2014-11-28,10:00,12:15,male,Bangladesh,Zimbabwe,31-40,59
Shere Bangla National Stadium,2014-11-28,10:00,13:00,male,Bangladesh,Zimbabwe,41-50,79
Shere Bangla National Stadium,2014-11-28,10:00,10:00,male,Zimbabwe,Bangladesh,1-10,48
Shere Bangla National Stadium,2014-11-28,10:00,10:45,male,Zimbabwe,Bangladesh,11-20,27
Shere Bangla National Stadium,2014-11-28,10:00,11:30,male,Zimbabwe,Bangladesh,21-30,62
Shere Bangla National Stadium,2014-11-28,10:00,12:15,male,Zimbabwe,Bangladesh,31-40,46
Shere Bangla National Stadium,2014-11-28,10:00,13:00,male,Zimbabwe,Bangladesh,41-50,52
"Castle Avenue, Dublin",2022-06-14,10:00,10:00,female,Ireland,South Africa,1-10,17
"Castle Avenue, Dublin",2022-06-14,10:00,10:45,female,Ireland,South Africa,11-20,40
"Castle Avenue, Dublin",2022-06-14,10:00,11:30,female,Ireland,South Africa,21-30,64
"Castle Avenue, Dublin",2022-06-14,10:00,12:15,female,Ireland,South Africa,31-40,47
"Castle Avenue, Dublin",2022-06-14,10:00,13:00,female,Ireland,South Africa,41-50,45
"Castle Avenue, Dublin",2022-06-14,10:00,10:00,female,South Africa,Ireland,1-10,56
"Castle Avenue, Dublin",2022-06-14,10:00,10:45,female,South Africa,Ireland,11-20,51
"Castle Avenue, Dublin",2022-06-14,10:00,11:30,female,South Africa,Ireland,21-30,44
"Castle Avenue, Dublin",2022-06-14,10:00,12:15,female,South Africa,Ireland,31-40,66
"Wankhede Stadium, Mumbai",2023-03-17,10:00,10:00,male,Australia,India,1-10,59
"Wankhede Stadium, Mumbai",2023-03-17,10:00,10:45,male,Australia,India,11-20,70
"Wankhede Stadium, Mumbai",2023-03-17,10:00,11:30,male,Australia,India,21-30,45
"Wankhede Stadium, Mumbai",2023-03-17,10:00,12:15,male,Australia,India,31-40,14
"Wankhede Stadium, Mumbai",2023-03-17,10:00,10:00,male,India,Australia,1-10,39
"Wankhede Stadium, Mumbai",2023-03-17,10:00,10:45,male,India,Australia,11-20,44
"Wankhede Stadium, Mumbai",2023-03-17,10:00,11:30,male,India,Australia,21-30,39
"Wankhede Stadium, Mumbai",2023-03-17,10:00,12:15,male,India,Australia,31-40,69
"Manuka Oval, Canberra",2022-02-03,10:00,10:00,female,Australia,England,1-10,34
"Manuka Oval, Canberra",2022-02-03,10:00,10:45,female,Australia,England,11-20,33
"Manuka Oval, Canberra",2022-02-03,10:00,11:30,female,Australia,England,21-30,29
"Manuka Oval, Canberra",2022-02-03,10:00,12:15,female,Australia,England,31-40,51
"Manuka Oval, Canberra",2022-02-03,10:00,13:00,female,Australia,England,41-50,58
"Manuka Oval, Canberra",2022-02-03,10:00,10:00,female,England,Australia,1-10,39
"Manuka Oval, Canberra",2022-02-03,10:00,10:45,female,England,Australia,11-20,35
"Manuka Oval, Canberra",2022-02-03,10:00,11:30,female,England,Australia,21-30,42
"Manuka Oval, Canberra",2022-02-03,10:00,12:15,female,England,Australia,31-40,42
"Manuka Oval, Canberra",2022-02-03,10:00,13:00,female,England,Australia,41-50,20
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,10:00,10:00,male,Scotland,Nepal,1-10,49
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,10:00,10:45,male,Scotland,Nepal,11-20,36
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,10:00,11:30,male,Scotland,Nepal,21-30,49
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,10:00,12:15,male,Scotland,Nepal,31-40,59
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,10:00,13:00,male,Scotland,Nepal,41-50,81
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,10:00,10:00,male,Nepal,Scotland,1-10,68
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,10:00,10:45,male,Nepal,Scotland,11-20,59
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,10:00,11:30,male,Nepal,Scotland,21-30,59
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,10:00,12:15,male,Nepal,Scotland,31-40,45
"Tribhuvan University International Cricket Ground, Kirtipur",2023-02-17,10:00,13:00,male,Nepal,Scotland,41-50,44
Saxton Oval,2015-12-31,10:00,10:00,male,New Zealand,Sri Lanka,1-10,47
Saxton Oval,2015-12-31,10:00,10:45,male,New Zealand,Sri Lanka,11-20,65
Saxton Oval,2015-12-31,10:00,11:30,male,New Zealand,Sri Lanka,21-30,38
Saxton Oval,2015-12-31,10:00,12:15,male,New Zealand,Sri Lanka,31-40,56
Saxton Oval,2015-12-31,10:00,13:00,male,New Zealand,Sri Lanka,41-50,70
Saxton Oval,2015-12-31,10:00,10:00,male,Sri Lanka,New Zealand,1-10,83
Saxton Oval,2015-12-31,10:00,10:45,male,Sri Lanka,New Zealand,11-20,52
Saxton Oval,2015-12-31,10:00,11:30,male,Sri Lanka,New Zealand,21-30,56
Saxton Oval,2015-12-31,10:00,12:15,male,Sri Lanka,New Zealand,31-40,54
Saxton Oval,2015-12-31,10:00,13:00,male,Sri Lanka,New Zealand,41-50,32
Saurashtra Cricket Association Stadium,2020-01-17,10:00,10:00,male,India,Australia,1-10,55
Saurashtra Cricket Association Stadium,2020-01-17,10:00,10:45,male,India,Australia,11-20,65
Saurashtra Cricket Association Stadium,2020-01-17,10:00,11:30,male,India,Australia,21-30,67
Saurashtra Cricket Association Stadium,2020-01-17,10:00,12:15,male,India,Australia,31-40,62
Saurashtra Cricket Association Stadium,2020-01-17,10:00,13:00,male,India,Australia,41-50,91
Saurashtra Cricket Association Stadium,2020-01-17,10:00,10:00,male,Australia,India,1-10,55
Saurashtra Cricket Association Stadium,2020-01-17,10:00,10:45,male,Australia,India,11-20,66
Saurashtra Cricket Association Stadium,2020-01-17,10:00,11:30,male,Australia,India,21-30,50
Saurashtra Cricket Association Stadium,2020-01-17,10:00,12:15,male,Australia,India,31-40,64
Saurashtra Cricket Association Stadium,2020-01-17,10:00,13:00,male,Australia,India,41-50,69
Melbourne Cricket Ground,2015-03-19,10:00,10:00,male,India,Bangladesh,1-10,51
Melbourne Cricket Ground,2015-03-19,10:00,10:45,male,India,Bangladesh,11-20,33
Melbourne Cricket Ground,2015-03-19,10:00,11:30,male,India,Bangladesh,21-30,42
Melbourne Cricket Ground,2015-03-19,10:00,12:15,male,India,Bangladesh,31-40,79
Melbourne Cricket Ground,2015-03-19,10:00,13:00,male,India,Bangladesh,41-50,97
Melbourne Cricket Ground,2015-03-19,10:00,10:00,male,Bangladesh,India,1-10,44
Melbourne Cricket Ground,2015-03-19,10:00,10:45,male,Bangladesh,India,11-20,42
Melbourne Cricket Ground,2015-03-19,10:00,11:30,male,Bangladesh,India,21-30,21
Melbourne Cricket Ground,2015-03-19,10:00,12:15,male,Bangladesh,India,31-40,62
Melbourne Cricket Ground,2015-03-19,10:00,13:00,male,Bangladesh,India,41-50,24
Manuka Oval,2015-03-03,10:00,10:00,male,South Africa,Ireland,1-10,57
Manuka Oval,2015-03-03,10:00,10:45,male,South Africa,Ireland,11-20,58
Manuka Oval,2015-03-03,10:00,11:30,male,South Africa,Ireland,21-30,66
Manuka Oval,2015-03-03,10:00,12:15,male,South Africa,Ireland,31-40,99
Manuka Oval,2015-03-03,10:00,13:00,male,South Africa,Ireland,41-50,131
Manuka Oval,2015-03-03,10:00,10:00,male,Ireland,South Africa,1-10,47
Manuka Oval,2015-03-03,10:00,10:45,male,Ireland,South Africa,11-20,40
Manuka Oval,2015-03-03,10:00,11:30,male,Ireland,South Africa,21-30,63
Manuka Oval,2015-03-03,10:00,12:15,male,Ireland,South Africa,31-40,34
Manuka Oval,2015-03-03,10:00,13:00,male,Ireland,South Africa,41-50,26
"Beausejour Stadium, Gros Islet",2007-03-24,10:00,10:00,male,Kenya,England,1-10,35
"Beausejour Stadium, Gros Islet",2007-03-24,10:00,10:45,male,Kenya,England,11-20,42
"Beausejour Stadium, Gros Islet",2007-03-24,10:00,11:30,male,Kenya,England,21-30,42
"Beausejour Stadium, Gros Islet",2007-03-24,10:00,12:15,male,Kenya,England,31-40,45
"Beausejour Stadium, Gros Islet",2007-03-24,10:00,13:00,male,Kenya,England,41-50,13
"Beausejour Stadium, Gros Islet",2007-03-24,10:00,10:00,male,England,Kenya,1-10,57
"Beausejour Stadium, Gros Islet",2007-03-24,10:00,10:45,male,England,Kenya,11-20,62
"Beausejour Stadium, Gros Islet",2007-03-24,10:00,11:30,male,England,Kenya,21-30,48
"Beausejour Stadium, Gros Islet",2007-03-24,10:00,12:15,male,England,Kenya,31-40,11
Malahide,2017-05-14,10:00,10:00,male,New Zealand,Ireland,1-10,57
Malahide,2017-05-14,10:00,10:45,male,New Zealand,Ireland,11-20,45
Malahide,2017-05-14,10:00,11:30,male,New Zealand,Ireland,21-30,40
Malahide,2017-05-14,10:00,12:15,male,New Zealand,Ireland,31-40,60
Malahide,2017-05-14,10:00,13:00,male,New Zealand,Ireland,41-50,87
Malahide,2017-05-14,10:00,10:00,male,Ireland,New Zealand,1-10,40
Malahide,2017-05-14,10:00,10:45,male,Ireland,New Zealand,11-20,53
Malahide,2017-05-14,10:00,11:30,male,Ireland,New Zealand,21-30,56
Malahide,2017-05-14,10:00,12:15,male,Ireland,New Zealand,31-40,67
Malahide,2017-05-14,10:00,13:00,male,Ireland,New Zealand,41-50,22
"Boland Bank Park, Paarl",2003-02-25,10:00,10:00,male,Pakistan,Netherlands,1-10,40
"Boland Bank Park, Paarl",2003-02-25,10:00,10:45,male,Pakistan,Netherlands,11-20,56
"Boland Bank Park, Paarl",2003-02-25,10:00,11:30,male,Pakistan,Netherlands,21-30,40
"Boland Bank Park, Paarl",2003-02-25,10:00,12:15,male,Pakistan,Netherlands,31-40,54
"Boland Bank Park, Paarl",2003-02-25,10:00,13:00,male,Pakistan,Netherlands,41-50,63
"Boland Bank Park, Paarl",2003-02-25,10:00,10:00,male,Netherlands,Pakistan,1-10,43
"Boland Bank Park, Paarl",2003-02-25,10:00,10:45,male,Netherlands,Pakistan,11-20,34
"Boland Bank Park, Paarl",2003-02-25,10:00,11:30,male,Netherlands,Pakistan,21-30,42
"Boland Bank Park, Paarl",2003-02-25,10:00,12:15,male,Netherlands,Pakistan,31-40,37
Edgbaston,2009-05-26,10:00,10:00,male,England,West Indies,1-10,50
Edgbaston,2009-05-26,10:00,10:45,male,England,West Indies,11-20,60
Edgbaston,2009-05-26,10:00,11:30,male,England,West Indies,21-30,54
Edgbaston,2009-05-26,10:00,12:15,male,England,West Indies,31-40,74
Edgbaston,2009-05-26,10:00,13:00,male,England,West Indies,41-50,90
Edgbaston,2009-05-26,10:00,10:00,male,West Indies,England,1-10,53
Edgbaston,2009-05-26,10:00,10:45,male,West Indies,England,11-20,29
Edgbaston,2009-05-26,10:00,11:30,male,West Indies,England,21-30,52
Edgbaston,2009-05-26,10:00,12:15,male,West Indies,England,31-40,66
Edgbaston,2009-05-26,10:00,13:00,male,West Indies,England,41-50,70
Shere Bangla National Stadium,2008-03-12,10:00,10:00,male,Bangladesh,South Africa,1-10,25
Shere Bangla National Stadium,2008-03-12,10:00,10:45,male,Bangladesh,South Africa,11-20,38
